Descriptive_JobTitle,CL,skills,rec_city,Rec_location,Actual_billrate,predicted_billrate
ASE,Medium,".NET,Oracle,Visual Studio",Charlotte,North Carolina,80.5,78.1232
Cyber Security Architect,High,"Architecture,Business Continuity,CCNA,CCNP,CISSP,Disaster Recovery,Information Security,Management,Microsoft Access,Network Security,Network+,PLC,Risk Management,STE",Charlotte,North Carolina,115.0,84.19919999999998
Cloud Developer,High,"Active Directory,Azure,IIS,Linux,Python,SQL,SS7,Windows 2000,Windows 2003,Windows 98",Spring,Texas,122.9,92.71179999999998
Java Developer,High,"ANT,Cloud Computing",Plano,Texas,91.53,92.739
Senior Data Engineer,Medium,"ab,Access,agile,all,analysis,analytic,Apache,Apache Spark,application,Architects,AS,automate,Automation,Autosys,BE,Big,Build,building,Business,change,Cloud,Cloud Formation,code,Coding,collaboration,Communication,computing,Concepts,Configurations,Continuous,Coordinate,Critical,Data,databases,DB,debugging,deliver,Delivery,design,detail,Develop,Development,Distributed,EC2,ECS,EMR,engineer,Engineering,enterprise,ETL,Extract,extraction,Frameworks,Good,Hadoop,Hbase,hdfs,hive,Informatica,Information,Infrastructure,integration,Intelligence,interpersonal,investigation,IS,JAVA,kafka,learning,Level,life,Linux,Load,Loaded,loading,Machine,Maintain,management,managers,Managing,MapR,meet,METADATA,methodologies,Model,Modeling,Motivated,MPP,NoSql,Open,OR,Other,Partners,perform,Perl,pig,platform,platforms,practices,Process,product,products,programming,Project,provisioning,release,Reports,requests,Requirements,responsible,role,root,S3,scala,Science,scientists,script,scripting,Scripts,SDLC,security,senior,services,sets,shell,SNS,Solutions,Source,sources,Spark,Specifications,SQL,SQS,Store,stores,STORM,Streaming,support,supporting,systems,Team,Teams,technologies,technology,Testing,this,tools,Training,Transform,UNIX,USer,Verbal,warehouse,Waterfall,Web,with,work,working,written,XML",Concord,California,90.0,92.68790000000004
Operation Analyst,Low,"Change Management,e-commerce,Management,Microsoft Excel,Program Management",Mountain View,California,60.0,59.87450000000002
Senior Graphic Designer,Medium,"Cloud Computing,Graphic Design,InDesign,Marketing,Microsoft Access,Photoshop",Mettawa,Illinois,74.7,83.52600000000001
Software Eng,Medium,"Compliance,Hibernate,Microsoft Access,Network Engineer,Oracle,Procurement,Python,SAN,Shell,Spring,SQL",San Jose,California,110.0,90.72999999999996
Project Manager,High,"Cloud Computing, Microsoft Project, SAN, Microsoft Word, Management, Microsoft Excel, Project Management, Apple, Changescape, PPRT",Charlotte,North Carolina,76.02,85.57100000000003
DevOps Engineer,Medium,"Management,Powershell,Python,VMware,Windows 2000,Windows 2003,Windows 98",Charlotte,North Carolina,92.39,90.3926
PEDS - Dev/Ops Developer,Medium,"Engineering,Java,RDBMS,Shell,SQL,UNIX",Eden Prairie,Minnesota,88.0,108.6425
Project Manager,High,ITIL,Charlotte,North Carolina,76.02,81.17550000000014
ASE,Medium,".NET,ASP,C#,SQL,SQL Server,Web Development",Charlotte,North Carolina,80.5,79.5163
Peoplesoft Consultant,Medium,"Mainframe,Oracle",Oakland,California,85.5,92.69790000000005
Project Coordinator-Secretaries,Low,"databases,analysis,management,documentation,research,software,leadership,budget,implementation,planning,presentations, execute, review, Processes,functions, Accountable, Insurance, Project, interviews, tools, measure, OR, Operate, BA,Accountability,Administrative,adobe,agreement,Analytical,analyzes,aspect,Assembly,assurance,ATS,Belt,black,Broad,BS,buy,call,care,CDs,certification,certified,change,consulting,Coordination,Coordinator,csr,Customer,Data,Define,deliver,designs,developing,Development,direct,documents,education,employees,entry,files,gathering,General,graduate,graphic,group,health,IMPACT,implementing,Improvement,initiatives,internal,JD,knowledge,LEAD,Less,License,maintenance,Managerial,Mapping,MAPS,Metrics,Microsoft,Monitoring,MS,Office,Operational,organizational,Partnership,Performance,Process,quality,registration,represent,Requirements,resolve,reviews,school,senior,sigma,Solutions,Stakeholder,Stakeholders,support,supporting,technical,telephone,templates,Time,track,Utilize,with,workforce,analyses,AS,assists,BE,consultants,department,External,creation,feedback,intervention,develops,Improvements,Libraries,function,meet,None,Partners,practice,Present,Progress,sources,work,working,Rating,Standards,techniques,this,under,Completing,Daily,degree,goals,IS,ownership,performing,responsible,suite,all,Diploma,paced,Standalone,Fast,basic, Business, logistics,Concepts,Six Sigma Black,Job,Other,Word,Excel,Powerpoint,shell",Corona,California,40.76,65.2033
PM,High,"Management,Program Management,Project Management",San Francisco,California,110.0,91.9828
Security Engineer Sr,Medium,"e-commerce,Engineering,Java,Management,Network Security,Research,Software Development",San Francisco,California,92.16,101.80869999999996
Developer,High,"Other, Javascript, Business, JAVA, spring, jenkins, analysis, architecture, integration, software, implementation, design, application, Applications, Availability, Coding, construction, Core, Data, designs, GitHub, industry, practices, programs, rest, Scalability, Solutions, support, systems, Testing, with, Attributes, creation, Interfaces, Others, Specifications, work, Reliable, and",Chicago,Illinois,140.0,99.53990000000002
Project Manager,Medium,Database Management,Richmond,Virginia,72.75,84.01060000000001
SQL Developer,High,"ASP,ASP.NET",Charlotte,North Carolina,80.5,89.15420000000002
Devops Engineer,Medium,"Automation,Azure,J2ME,Java,Microsoft Office,Microsoft Outlook,Perl,Powershell,Python,Quality Assurance,Research,Software Development,Software Engineer,Training,Windows 2000,Windows 2003,Windows 98",Woodland Hills,California,85.0,93.2493
Ab Initio with Big Data,Medium,"Ab Initio,Cloud Computing,Data Warehouse,DB2,Java,Oracle,Python,SQL,Teradata",Charlotte,North Carolina,85.5,86.33349999999999
Java Developer,High,"Engineering,J2ME,Ruby,Software Engineer",McLean,Virginia,160.0,108.08690000000009
SECURITY ENGINEER,Medium,"SAN,Software Development,Training",Charlotte,North Carolina,76.0,84.58789999999999
Application Developer,Medium,"ABAP,Architecture,HTML,JavaScript,SAP ABAP",Montreal,Quebec,75.0,93.7809
Lead Java Development Engineer,Medium,"Architecture,Automation,CVS,DB2,Hibernate,JSP,Management,Oracle,Software Development,Software Engineer,SQL,SQL Server",Lisle,Illinois,87.42,89.25210000000001
SAP Business Objects Analyst,High,"HTML,Java,JavaScript,Microsoft Office,SQL,Training",The Woodlands,Texas,134.73,112.68850000000002
Java Developer (Microservices),Medium,"ANT,Automation,Firewall,Linux,Networking,Software Engineer,Spring",Plano,Texas,90.0,85.66360000000003
Marketing Writer,High,"Management,Program Management",Sunnyvale,California,80.0,78.3418
Business Analyst,High,"Other,Analyzing,background,Document,Documenting,hired,IT,Open,Resources,support,text,type,with,BE,Personality,working, Processes, PM",Charlotte,North Carolina,61.0,78.94420000000001
Senior Systems Analyst,Medium,"Change Management,Microsoft Office",Winnipeg,Manitoba,90.0,64.04039999999999
Recruiter II,Medium,"Business Development,Recruiting",Seattle,Washington,78.72,79.67100000000006
Security Analyst,Low,"COM,Data Analysis,Engineering,SCCM",Monterey Park,California,55.0,90.17299999999996
SAP Basis,Medium,"HTML,Powershell,Training",Houston,Texas,90.0,89.16990000000001
IT project manager,Medium,"Business Development,COM,Data Analysis,Focus,Management,Microsoft Project,Project Management",San Diego,California,85.5,85.79990000000002
Java Developer,High,Training,McLean,Virginia,85.5,108.93449999999991
System Test Engineer,Medium,"CDMA,Engineering,GSM,Linux,Perl,Python,Shell,Software Development,Wireless",San Diego,California,85.5,84.3302
Java Python Developer,Medium,"COM,Java",Jersey City,New Jersey,104.63,97.73000000000008
IT Security Specialist,Medium,"GIS,Microsoft Office",Addison,Texas,87.0,91.9482
Senior Mainframe Developer,Medium,"Architecture,DB2,JCL",Jersey City,New Jersey,85.5,97.98970000000004
IT - Cyber Security Technology Business Risk Advisor/Analyst - Senior,High,".NET,C#,CISSP,Engineering,ISO 9001,Java,Network Security,Networking,Python,SAN,Software Development,Spring",San Francisco,California,130.4,92.55590000000004
Desktop Support,Medium,"Focus,Windows 2000,Windows 2003,Windows 98",New York,New York,45.0,67.9494
Java Developer (Backend),Medium,"AWS,Jenkins/Maven,Kafka/OpenStack/Docker,Spring Boot",Plano,Texas,88.24,90.8042
Application Developer - Senior,Medium,"Architecture,C++,SQL",Montreal,Quebec,85.5,88.00929999999998
RM - Application Developer (8601799),Medium,"CRM,JavaScript,Management",Seattle,Washington,70.0,85.4087
INFO SECURITY ENGINEER,High,"Information Security,SAN,Software Development,Training",Charlotte,North Carolina,85.5,83.43650000000001
Program Manager,Medium,"Direct3D,Management,Program Management,Risk Management",Rancho Cordova,California,78.7,85.29360000000001
Data Analyst - Data Analyst I,Medium,"Microsoft Outlook,SQL",Seattle,Washington,60.56,72.4782
Data Warehouse Engineer,Medium,".NET,DB2,DBA,Management,MCSE,SAN,Software Development,SQL Server,T-SQL,Visual Studio",Denver,Colorado,100.0,98.5644
Scrum Master III,Medium,"Automation,COM,Shell",Houston,Texas,98.0,89.99029999999999
Recruiter I,Medium,LAN,Seattle,Washington,54.02,65.9083000000001
Data Engineer II,Medium,"Architecture,Automation,Data Warehouse,hadoop,Management,Oracle,SQL,Teradata",Mountlake Terrace,Washington,110.0,94.6947
Reliability and Integrity Consultant I,Low,".NET,Engineering,Management,Networking,Program Management,Project Management",Naperville,Illinois,61.14,91.15810000000002
Info Security Analyst - Lead,Medium,"Compliance,ISO 9001,Quality Control,SOX,Training",Charlotte,North Carolina,100.0,80.89580000000002
Java Developer,High,"Architecture,Software Development,Spring",Silver Spring,Maryland,75.0,91.08070000000004
Data engineer,Medium,Python,St. Louis,Missouri,100.0,89.63919999999999
Security Engineer,Medium,"Architecture,Management",Dallas,Texas,90.0,99.6153
Data Analyst/ Modeler,Medium,"Compliance,hadoop,Research,SQL",Charlotte,North Carolina,99.74,96.68739999999988
BUSINESS SYSTEMS CONSULTANT,Medium,"SDLC, Compliance, Business Analyst",San Francisco,California,80.5,81.14489999999999
Oracle EBS Developer,High,"OOP,SOA,SQL",San Francisco,California,154.0,101.06929999999996
Business Data Analyst,Medium,"Change Management,Informix,Management,Microsoft Access,Microsoft Office,Oracle,Project Management,SQL,Sybase,Training",Charlotte,North Carolina,66.5,79.64300000000003
APPS SYSTEMS ENGINEER,Medium,"Ab Initio, SQL, Compliance, Management, ETL, hadoop",Charlotte,North Carolina,80.5,83.31080000000001
Developer: Java Application - II,Medium,"Architecture,CSS,Hibernate,HTML,JavaScript,Linux,Management,MySQL,Networking,Spring,SQL,Systems Integration,UNIX,Windows 2000,Windows 2003,Windows 98",Santa Clara,California,83.0,93.33559999999996
Jr Product Designer,Medium,"CSS,J2ME,Java,JavaScript",Redmond,Washington,85.5,86.3091
Marketing Manager,Medium,"Change Management,Management",Plano,Texas,70.0,79.0451
UX designer,Medium,COM,Chicago,Illinois,89.0,91.3519
Developer,High,"Architecture,Automation,JavaScript,Management,SDLC",Plano,Texas,110.0,97.6932
BUSINESS SYSTEMS CONSULTANT,Medium,"Compliance, Focus, ANT, Business Analyst, Software Development, Project Management, Risk Management, Management",San Francisco,California,80.5,86.70743333333331
IT - IT Product Manager III,High,STE,Richfield,Minnesota,119.65,105.14409999999992
Security-Architect,Medium,"Cisco,Compliance,Engineering,Networking,Procurement,Python,SAN,Systems Administration,Tcl,TCP/IP,UNIX",San Jose,California,95.0,88.88719999999995
HYBRIS Developer,High,"Architecture,Management,SAP,Software Engineer,Spring",Chicago,Illinois,150.0,101.89740000000002
Engineer: Verification - III,High,"Architecture,ASIC,C++,FPGA,Perl,Verilog",Folsom,California,102.9,82.54349999999998
Applied Scientist IV,High,"Business Objects,Cognos,Direct3D,Microsoft Access,MicroStrategy,Python,SPSS,SQL",Seattle,Washington,125.44,81.97689999999999
Enterprise Monitoring Cloud Engineer,Medium,"Automation,J2ME,Java,JavaScript,Linux,Management,Microsoft Access,Perl,Python,Ruby,Software Engineer,Training,UNIX",Dallas,Texas,85.5,87.1031
Scrum Master,Medium,".NET,Java,Microsoft Access,Software Development,SPC,Web Development,Windows XP",Basking Ridge,New Jersey,95.0,98.426
Agile Coach,High,SPC,Charlotte,North Carolina,135.0,87.00359999999999
Sr. Redshift Engineer,Medium,ETL,Seattle,Washington,85.5,78.83840000000001
Mobility Developer,Medium,DEv,Bolingbrook,Illinois,93.0,89.77259999999998
System Analyst,Medium,"selenim, CRM,Automation Framewor, SQL,Other",San Francisco,California,71.0,86.76750000000004
Scrum Master,Medium,"COM,Direct3D,Natural",Glendale,California,100.0,95.51990000000002
IT - Developer (Specialty) III,High,"Architecture,ClearQuest,Engineering,J2ME,JavaScript,Linux,UNIX,Web Development",Richfield,Minnesota,104.5,107.17
Developer,High,"JAVA,database,json,python,git,databases,maven,software, procedures,ASAP,bill,center,certification,Core,Data,Developer,Development,elastic,Hire,HIS,Hub,IAM,interview,knowledge,Lambda,relational,role,scripting,Team,technology,with,YES,AS,BE,developers,this,Candidates,IS,set,next, linux,AWS, Unix, SQL,Oracle,Other,XML,Perl,EC2,Engineering",Reston,Virginia,95.0,96.96949999999998
Hadoop Developer,Medium,"Python,SQL",Charlotte,North Carolina,92.39,84.9507
Java Production Support,Medium,".NET,CSS,Hibernate,HTML,Oracle,Remedy,Research,Spring,Struts,XML",Charlotte,North Carolina,54.08,77.6998
APPS SYSTEMS ENGINEER 6,Medium,"Active Directory,ETL,Java,Linux,Management,Python",Charlotte,North Carolina,80.5,81.8669
Art Specialist,High,"Other,Sketch,xbox, COM",Redmond,Washington,50.0,85.1257
Business Analyst III,High,"Architecture,Data Analysis,Data Modeling,ETL,Mainframe,SQL",Bellevue,Washington,100.0,83.2968
Camera Software Engineer - IOT,Medium,"C++,Cloud Computing,DSP,Focus,Linux,Multimedia,Software Development,Software Engineer",San Diego,California,85.5,85.5
verification engineer,Medium,"Architecture,Digital Design,Linux,Perl,Software Development,Verilog",Santa Clara,California,85.5,92.39690000000002
Python Developer,Medium,"COM,CSS,HTML,Java,JavaScript",Charlotte,North Carolina,68.18,91.45679999999994
Senior Salesforce Prog/Analyst III,Medium,"Architecture,COM,J2ME,Java,Microsoft Excel,SOA,SOAP",Chicago,Illinois,94.0,100.44040000000004
Sr Oracle Developer,Medium,"Shell,UNIX,COM",Jersey City,New Jersey,96.93,91.79200000000009
Assembly Technician,Low,"Engineering,Microsoft Excel",Sunnyvale,California,40.0,79.67349999999999
Java Developer,Medium,"COM,CSS,Focus,HTML,JavaScript,JDBC,JMS,Management,Oracle,Research,SOA,SOAP,Spring,SQL,Tomcat,WebSphere,XML",Charlotte,North Carolina,92.39,91.3506
Sr. Mobile Test Engineer,Medium,"Apple,Software Development",Sunnyvale,California,106.15,101.34380000000002
Project Manager,High,"Other,sox,Compliance, Compliance",Irving,Texas,85.0,96.0082
Support Engineer,Low,"ASP, VB.NET, Windows 2003, .NET, Technical Support, IIS, Active Directory, Visual Basic, WCF, COM, Web Development, Architecture, ASP.NET, XML, Azure, Windows 98, Windows 2000, LAN, DNS, C#, Networking, ASP.NET|C#",Redmond,Washington,70.0,104.5488
QA Analyst,Medium,"COM,Management,Microsoft Excel,Microsoft Project",Charlotte,North Carolina,85.79,78.33200000000002
BUSINESS SYSTEMS CONSULTANT 4,Medium,"Compliance,Engineering,Microsoft Excel,Microsoft Office,Product Management,Remedy",Glen Allen,Virginia,57.0,81.3886
Tableau Developer,High,"Cognos,CRM,Data Warehouse,DB2,Microsoft Excel,Oracle,SAS,VBA,Visual Basic",Pennington,New Jersey,104.63,93.757
INFO SECURITY ANALYST 2,Low,"Information Security,Microsoft Access,Procurement,Technical Support",Winston-Salem,North Carolina,42.5,50.6705
Quality Assurance Tech II,Medium,"Automation,COM,Quality Assurance",Seattle,Washington,70.0,68.8527
UI Developer,Medium,"CSS,HTML",Charlotte,North Carolina,92.39,91.10239999999996
Java Developer,Medium,"J2ME,Management,XSL,XSLT",Sunnyvale,California,85.5,112.33390000000004
Sr. Principal Technical Program Manager,High,"Compliance,Direct3D,Engineering,Focus,Management,STE",Riverwoods,Illinois,200.0,99.22169999999996
Software Dev Engineer,Medium,"Architecture,Cloud Computing,COM,e-commerce,Software Development,WAN",Seattle,Washington,85.5,93.81340000000002
BUSINESS INITIATIVES CNSLTNT,Medium,"Change Management, Management, Project Management",San Francisco,California,106.75,100.9752
Account Manager I,Low,Microsoft Excel,Toronto,Ontario,40.47,70.25010000000002
Business Analyst IV,High,".NET,COM",Chicago,Illinois,120.0,87.3401
Web Developer 3,Medium,"Automation,COM,Exchange Server,Logistics,Microsoft Access,Procurement,Compliance",Redmond,Washington,85.5,81.38119999999999
Java Architect,High,"High Traffic,Management,Network Management",Minneapolis,Minnesota,125.0,80.9967
Project Specialist/Technical Program Manager,Medium,"Management,Project Management",San Diego,California,85.5,94.57990000000004
Software Engineer,High,"Javascript, CSS, html",Chicago,Illinois,40.0,40.8
